PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,IsMale,Relatives,Embarked
135,0,2,-0.23076923076923078,0,0,-0.06298073591573695,1,0,0
136,0,2,-0.38461538461538464,0,0,0.025621925022520947,1,0,1
137,1,1,-0.6923076923076923,0,2,0.5123129027787402,0,2,0
138,0,1,0.6923076923076923,1,0,1.6737318966114614,1,1,0
139,0,3,-0.9230769230769231,0,0,-0.22683372600651378,1,0,0
140,0,1,-0.3076923076923077,0,0,2.8041109417226804,1,0,1
141,0,3,0.0,0,2,0.03428383341417777,0,2,1
142,1,3,-0.46153846153846156,0,0,-0.29035583119672925,0,0,0
143,1,3,-0.3076923076923077,1,0,0.06045145866537313,0,1,0
144,0,3,-0.6923076923076923,0,0,-0.3336653731550135,1,0,2
145,0,2,-0.7692307692307693,0,0,-0.12794504885316332,1,0,0
146,0,2,-0.6923076923076923,1,1,0.9656208855935139,1,2,0
147,1,3,-0.07692307692307693,0,0,-0.28837225417503987,1,0,0
148,0,3,-1.4615384615384615,2,2,0.8627607234425888,0,4,0
149,0,2,0.6538461538461539,0,2,0.5000433095419583,1,2,0
150,0,2,1.0769230769230769,0,0,-0.06298073591573695,1,0,0
151,0,2,1.7692307692307692,0,0,-0.08355276834592196,1,0,0
152,1,1,-0.46153846153846156,1,0,2.2584107130482987,0,1,0
153,0,3,2.1153846153846154,0,0,-0.277362968609244,1,0,0
154,0,3,0.9615384615384616,0,2,0.001983577021689412,1,2,0
155,0,3,0.0,0,0,-0.30930375580347863,1,0,0
156,0,1,1.7692307692307692,0,1,2.0323002563924883,1,1,1
157,1,3,-0.9230769230769231,0,0,-0.29107910054743263,0,0,2
158,0,3,0.15384615384615385,0,0,-0.277362968609244,1,0,0
159,0,3,0.0,0,0,-0.2508358741597949,1,0,0
160,0,3,0.0,8,2,2.3861738618252373,1,10,0
161,0,3,1.2307692307692308,0,1,0.07127884415494427,1,1,0
162,1,2,0.9230769230769231,0,0,0.056120504469544724,0,0,0
163,0,3,-0.15384615384615385,0,0,-0.2892730926477721,1,0,0
164,0,3,-0.8461538461538461,0,0,-0.2508358741597949,1,0,0
165,0,3,-2.076923076923077,4,1,1.092842665095974,1,5,0
166,1,3,-1.4615384615384615,0,2,0.26292356732035194,1,2,0
167,1,1,0.0,0,1,1.7560200263322014,0,1,0
168,0,3,1.3076923076923077,1,4,0.5823314392626983,0,5,0
169,0,1,0.0,0,0,0.49679509389508697,1,0,0
170,0,3,0.0,0,0,1.8208024391934032,1,0,0
171,0,1,2.5384615384615383,0,0,0.8248648742290902,1,0,0
172,0,3,-1.8461538461538463,4,1,0.6353856281615965,1,5,2
173,1,3,-2.076923076923077,1,1,-0.14382665788926616,0,2,0
174,0,3,-0.5384615384615384,0,0,-0.2827766613540295,1,0,0
175,0,1,2.1538461538461537,0,0,0.7034162566696693,1,0,1
176,0,3,-0.7692307692307693,1,1,-0.2858429769246761,1,2,0
177,0,3,0.0,3,1,0.4769463308156052,1,4,0
178,0,1,1.6923076923076923,0,0,0.6175204421038042,0,0,1
179,0,2,0.15384615384615385,0,0,-0.06298073591573695,1,0,0
180,0,3,0.6153846153846154,0,0,-0.6260047813734322,1,0,0
181,0,3,0.0,8,2,2.3861738618252373,0,10,0
182,0,2,0.0,0,0,0.025803825098745778,1,0,1
183,0,3,-1.4615384615384615,4,2,0.7333734668422146,1,6,0
184,1,2,-2.076923076923077,2,1,1.0630673549996534,1,3,0
185,1,3,-1.8461538461538463,0,2,0.3278878802577783,0,2,0
186,0,1,0.0,0,0,1.5394723165407802,1,0,0
187,1,3,0.0,1,0,0.04529311897997366,0,1,2
188,1,1,1.3076923076923077,0,0,0.5238635576190146,1,0,0
189,0,3,0.9230769230769231,1,1,0.04529311897997366,1,2,2
190,0,3,0.6153846153846154,0,0,-0.2840412999792114,1,0,0
191,1,2,0.3076923076923077,0,0,-0.06298073591573695,0,0,0
192,0,2,-0.6923076923076923,0,0,-0.06298073591573695,1,0,0
193,1,3,-0.6923076923076923,1,0,-0.2858429769246761,0,1,0
194,1,2,-1.9230769230769231,1,1,0.5000433095419583,1,2,0
195,1,1,1.2307692307692308,0,0,0.5745703693437738,0,0,1
196,1,1,2.3076923076923075,0,0,5.719743953987942,0,0,1
197,0,3,0.0,0,0,-0.29035583119672925,1,0,2
198,0,3,1.0769230769230769,0,1,-0.26202272884761973,1,1,0
199,1,3,0.0,0,0,-0.29035583119672925,0,0,2
200,0,2,-0.3076923076923077,0,0,-0.06298073591573695,0,0,0
201,0,3,0.0,0,0,-0.21456413276973182,1,0,0
202,0,3,0.0,8,2,2.3861738618252373,1,10,0
203,0,3,0.46153846153846156,0,0,-0.3446746587208094,1,0,0
204,0,3,1.3461538461538463,0,0,-0.31309334072482853,1,0,1
205,1,3,-0.7692307692307693,0,0,-0.277362968609244,1,0,0
206,0,3,-2.0,0,1,-0.17287869863488323,0,1,0
207,0,3,0.3076923076923077,1,0,0.06045145866537313,1,1,0
208,1,3,-0.15384615384615385,0,0,0.18767323816783318,1,0,1
209,1,3,-0.9230769230769231,0,0,-0.29035583119672925,0,0,2
210,1,1,0.9230769230769231,0,0,0.7165910193333795,1,0,1
211,0,3,-0.3076923076923077,0,0,-0.32067251056752827,1,0,0
212,1,2,0.5384615384615384,0,0,0.283495599750537,0,0,0
213,0,3,-0.46153846153846156,0,0,-0.3120106021758714,1,0,0
214,0,2,0.15384615384615385,0,0,-0.06298073591573695,1,0,0
215,0,3,0.0,1,0,-0.29035583119672925,1,1,2
216,1,1,0.23076923076923078,1,0,4.279883583951216,0,1,1
217,1,3,-0.07692307692307693,0,0,-0.2827766613540295,0,0,0
218,0,2,1.0769230769230769,1,0,0.5433528515002425,1,1,0
219,1,1,0.3076923076923077,0,0,2.6781538008454024,0,0,1
220,0,2,0.15384615384615385,0,0,-0.1712545908114476,1,0,0
221,1,3,-0.9230769230769231,0,0,-0.277362968609244,1,0,0
222,0,2,-0.07692307692307693,0,0,-0.06298073591573695,1,0,0
223,0,3,1.7692307692307692,0,0,-0.277362968609244,1,0,0
224,0,3,0.0,0,0,-0.2840412999792114,1,0,0
225,1,1,0.7692307692307693,1,0,3.27185399487215,1,1,0
226,0,3,-0.46153846153846156,0,0,-0.2210605640634745,1,0,0
227,1,2,-0.6923076923076923,0,0,-0.1712545908114476,1,0,0
228,0,3,-0.5769230769230769,0,0,-0.3120106021758714,1,0,0
229,0,2,-0.7692307692307693,0,0,-0.06298073591573695,1,0,0
230,0,3,0.0,3,1,0.4769463308156052,0,4,0
231,1,1,0.5384615384615384,1,0,2.9892592335943453,0,1,0
232,0,3,0.07692307692307693,0,0,-0.2892730926477721,1,0,0
233,0,2,2.3846153846153846,0,0,-0.041325964936594836,1,0,0
234,1,3,-1.7692307692307692,4,2,0.7333734668422146,0,6,0
235,0,2,-0.3076923076923077,0,0,-0.1712545908114476,1,0,0
236,0,3,0.0,0,0,-0.2990177395883861,0,0,0
237,0,2,1.2307692307692308,1,0,0.5000433095419583,1,1,0
238,1,2,-1.5384615384615385,0,2,0.5108706950315294,0,2,0
239,0,2,-0.6923076923076923,0,0,-0.1712545908114476,1,0,0
240,0,2,0.38461538461538464,0,0,-0.09438015383549303,1,0,0
241,0,3,0.0,1,0,0.0,0,1,1
242,1,3,0.0,1,0,0.04529311897997366,0,1,2
243,0,2,0.07692307692307693,0,0,-0.1712545908114476,1,0,0
244,0,3,-0.46153846153846156,0,0,-0.31742429492065694,1,0,0
245,0,3,0.15384615384615385,0,0,-0.31309334072482853,1,0,1
246,0,1,1.2307692307692308,2,0,3.27185399487215,1,2,2
247,0,3,-0.23076923076923078,0,0,-0.2892730926477721,0,0,0
248,1,2,-0.3076923076923077,0,2,0.001983577021689412,0,2,0
249,1,1,0.6923076923076923,1,1,1.6500935486106298,1,2,0
250,0,2,2.0,1,0,0.5000433095419583,1,1,0
251,0,3,0.0,0,0,-0.3120106021758714,1,0,0
252,0,3,0.07692307692307693,1,1,-0.17287869863488323,0,2,0
253,0,1,2.6153846153846154,0,0,0.5238635576190146,1,0,0
254,0,3,0.15384615384615385,1,0,0.07127884415494427,1,1,0
255,0,3,1.0,0,2,0.24938933545838812,0,2,0
256,1,3,0.07692307692307693,0,2,0.03428383341417777,0,2,1
257,1,1,0.0,0,0,2.8041109417226804,0,0,1
258,1,1,0.15384615384615385,0,0,3.120270598018155,0,0,0
259,1,1,0.5384615384615384,0,0,21.56273820248077,0,0,1
260,1,2,1.6923076923076923,0,1,0.5000433095419583,0,1,0
261,0,3,0.0,0,0,-0.29035583119672925,1,0,2
262,1,3,-1.9230769230769231,4,2,0.7333734668422146,1,6,0
263,0,1,1.8461538461538463,1,1,2.8236002356039083,1,2,0
264,0,1,0.9230769230769231,0,0,-0.6260047813734322,1,0,0
265,0,3,0.0,0,0,-0.29035583119672925,0,0,2
266,0,2,0.6153846153846154,0,0,-0.1712545908114476,1,0,0
267,0,3,-0.9230769230769231,4,1,1.092842665095974,1,5,0
268,1,3,-0.23076923076923078,1,0,-0.2892730926477721,1,1,0
269,1,1,2.3076923076923075,0,1,6.020385801399765,0,1,0
270,1,1,0.5384615384615384,0,0,5.248211315917122,0,0,0
271,0,1,0.0,0,0,0.7165910193333795,1,0,0
272,1,3,-0.23076923076923078,0,0,-0.6260047813734322,1,0,0
273,1,2,1.0,0,1,0.21853128681311065,0,1,0
274,0,1,0.6923076923076923,0,1,0.6602886147876099,1,1,1
275,1,3,0.0,0,0,-0.29035583119672925,0,0,2
276,1,1,2.6923076923076925,1,0,2.7503334834730784,0,1,0
277,0,3,1.3076923076923077,0,0,-0.29035583119672925,0,0,0
278,0,2,0.0,0,0,-0.6260047813734322,1,0,0
279,0,3,-1.6153846153846154,4,1,0.6353856281615965,1,5,2
280,1,3,0.5384615384615384,1,1,0.25101344328182384,0,2,0
281,0,3,2.8461538461538463,0,0,-0.29035583119672925,1,0,2
282,0,3,0.0,0,0,-0.2858429769246761,1,0,0
283,0,3,-0.9230769230769231,0,0,-0.21456413276973182,1,0,0
284,1,3,-0.6923076923076923,0,0,-0.277362968609244,1,0,0
285,0,1,0.0,0,0,0.5000433095419583,1,0,0
286,0,3,0.38461538461538464,0,0,-0.2508358741597949,1,0,1
287,1,3,0.15384615384615385,0,0,-0.21456413276973182,1,0,0
288,0,3,-0.46153846153846156,0,0,-0.2840412999792114,1,0,0
289,1,2,1.0769230769230769,0,0,-0.06298073591573695,1,0,0
290,1,3,-0.46153846153846156,0,0,-0.29035583119672925,0,0,2
291,1,1,-0.15384615384615385,0,0,2.7889526020372806,0,0,0
292,1,1,-0.6923076923076923,1,0,3.3185936525535307,0,1,1
293,0,2,0.6153846153846154,0,0,-0.06839442866052249,1,0,1
294,0,3,-0.3076923076923077,0,0,-0.2427153350426166,0,0,0
295,0,3,-0.3076923076923077,0,0,-0.2840412999792114,1,0,0
296,0,1,0.0,0,0,0.5745703693437738,1,0,1
297,0,3,-0.34615384615384615,0,0,-0.3129114406486037,1,0,1
298,0,1,-2.0,1,2,5.937556302404546,0,3,0
299,1,1,0.0,0,0,0.6949362483542374,1,0,0
300,1,1,1.6923076923076923,0,1,10.094007691774651,0,1,1
301,1,3,0.0,0,0,-0.29035583119672925,0,0,2
302,1,3,0.0,2,0,0.38094206915667655,1,2,2
303,0,3,-0.6923076923076923,0,0,-0.6260047813734322,1,0,0
304,1,2,0.0,0,0,-0.09113193818862174,0,0,2
305,0,3,0.0,0,0,-0.277362968609244,1,0,0
306,1,1,-2.083076923076923,1,2,5.937556302404546,1,3,0
307,1,1,0.0,0,0,4.1763001524495875,0,0,1
308,1,1,-0.8461538461538461,1,0,4.090404337883722,0,1,1
309,0,2,0.15384615384615385,1,0,0.4134242256253898,1,1,1
310,1,1,0.15384615384615385,0,0,1.8395727946781235,0,0,1
311,1,1,-0.3076923076923077,0,0,2.9755431016561564,0,0,1
312,1,1,-0.7692307692307693,2,2,10.737336289931397,0,4,1
313,0,2,-0.15384615384615385,1,1,0.5000433095419583,0,2,0
314,0,3,0.0,0,0,-0.2840412999792114,1,0,0
315,0,2,1.1538461538461537,1,1,0.5108706950315294,1,2,0
316,1,3,-0.15384615384615385,0,0,-0.2858429769246761,0,0,0
317,1,2,-0.3076923076923077,1,0,0.5000433095419583,0,1,0
318,0,2,2.0,0,0,-0.01967119395745271,1,0,0
319,1,1,0.23076923076923078,0,2,6.51429647980043,0,2,0
320,1,1,0.9230769230769231,1,1,5.199128612015799,0,2,1
321,0,3,-0.46153846153846156,0,0,-0.3120106021758714,1,0,0
322,0,3,-0.07692307692307693,0,0,-0.2840412999792114,1,0,0
323,1,2,0.15384615384615385,0,0,-0.09113193818862174,0,0,2
324,1,2,-0.46153846153846156,1,1,0.629971935416811,0,2,0
325,0,3,0.0,8,2,2.3861738618252373,1,10,0
326,1,1,0.6153846153846154,0,0,5.248211315917122,0,0,1
327,0,3,2.5384615384615383,0,0,-0.35586151340863414,1,0,0
328,1,2,0.6153846153846154,0,0,-0.06298073591573695,0,0,0
329,1,3,0.23076923076923078,1,1,0.26292356732035194,0,2,0
330,1,1,-0.9230769230769231,0,1,1.8850478137343218,0,1,1
331,1,3,0.0,2,0,0.38094206915667655,0,2,2
332,0,1,1.3461538461538463,0,0,0.6083171644376689,1,0,0
333,0,1,0.7692307692307693,0,1,6.020385801399765,1,1,0
334,0,3,-0.9230769230769231,2,0,0.15356697387568427,1,2,0
335,1,1,0.0,1,0,5.162315501351258,0,1,0
336,0,3,0.0,0,0,-0.2840412999792114,1,0,0
337,0,1,0.07692307692307693,1,0,2.2584107130482987,1,1,0
338,1,1,1.0,0,0,5.199128612015799,0,0,1
339,1,3,1.3076923076923077,0,0,-0.277362968609244,1,0,0
340,0,1,1.3076923076923077,0,0,0.9114839581456586,1,0,0
341,1,2,-2.0,1,1,0.5000433095419583,1,2,0
342,1,1,-0.3076923076923077,3,2,10.764404753655324,0,5,0
343,0,2,0.0,0,0,-0.06298073591573695,1,0,0
344,0,2,-0.23076923076923078,0,0,-0.06298073591573695,1,0,0
345,0,2,0.6153846153846154,0,0,-0.06298073591573695,1,0,0
346,1,2,-0.3076923076923077,0,0,-0.06298073591573695,0,0,0
347,1,2,0.9230769230769231,0,0,-0.06298073591573695,0,0,0
348,1,3,0.0,1,0,0.07127884415494427,0,1,0
349,1,3,-1.9230769230769231,1,1,0.06261693576328738,1,2,0
350,0,3,1.0769230769230769,0,0,-0.2508358741597949,1,0,0
351,0,3,-0.38461538461538464,0,0,-0.22647425680826,1,0,0
352,0,1,0.0,0,0,0.8898291871665165,1,0,0
353,0,3,-1.0,1,1,-0.3129114406486037,1,2,1
354,0,3,-0.23076923076923078,1,0,0.14490506548402746,1,1,0
355,0,3,0.0,0,0,-0.31309334072482853,1,0,1
356,0,3,0.0,0,0,-0.21456413276973182,1,0,0
357,1,1,-0.46153846153846156,0,1,1.7560200263322014,0,1,0
358,0,2,0.7692307692307693,0,0,-0.06298073591573695,0,0,0
359,1,3,0.0,0,0,-0.28476023837571895,0,0,2
360,1,3,0.0,0,0,-0.28476023837571895,0,0,2
361,0,3,0.9230769230769231,1,4,0.5823314392626983,1,5,0
362,0,2,0.07692307692307693,1,0,0.5745703693437738,1,1,1
363,0,3,1.3076923076923077,0,1,0.0,0,1,1
364,0,3,0.5384615384615384,0,0,-0.32067251056752827,1,0,0
365,0,3,0.0,1,0,0.04529311897997366,1,1,2
366,0,3,0.15384615384615385,0,0,-0.3120106021758714,1,0,0
367,1,1,2.4615384615384617,1,0,2.6330382509874575,0,1,1
368,1,3,0.0,0,0,-0.3129114406486037,0,0,1
369,1,3,0.0,0,0,-0.29035583119672925,0,0,2
370,1,1,-0.3076923076923077,0,0,2.375346476335666,0,0,1
371,1,1,-0.23076923076923078,1,0,1.7751498510151755,1,1,1
372,0,3,-0.7692307692307693,1,0,-0.3446746587208094,1,1,0
373,0,3,-0.6923076923076923,0,0,-0.277362968609244,1,0,0
374,0,1,-0.46153846153846156,0,0,5.248211315917122,1,0,1
375,0,3,-1.9230769230769231,3,1,0.2867438153974083,0,4,0
376,1,1,0.0,1,0,2.9327749289723513,0,1,1
377,1,3,-0.46153846153846156,0,0,-0.3120106021758714,0,0,0
378,0,1,-0.07692307692307693,0,2,8.533963342803686,1,2,1
379,0,3,-0.6153846153846154,0,0,-0.4522252442658167,1,0,1
380,0,3,-0.6923076923076923,0,0,-0.2892730926477721,1,0,0
381,1,1,1.0769230769230769,0,0,9.227998752685192,0,0,1
382,1,3,-2.076923076923077,0,2,0.055761035271290955,0,2,1
383,0,3,0.3076923076923077,0,0,-0.2827766613540295,1,0,0
384,1,1,0.5384615384615384,1,0,1.6260914004573488,0,1,0
385,0,3,0.0,0,0,-0.2840412999792114,1,0,0
386,0,2,-0.7692307692307693,0,0,2.55724655256046,1,0,0
387,0,3,-2.076923076923077,5,2,1.405212736470099,1,7,0
388,1,2,0.6153846153846154,0,0,-0.06298073591573695,0,0,0
389,0,3,0.0,0,0,-0.29125666966946157,1,0,2
390,1,2,-0.8461538461538461,0,0,-0.1062902778740212,0,0,1
391,1,1,0.6153846153846154,1,2,4.571140253620677,1,3,0
392,1,3,-0.5384615384615384,0,0,-0.28837225417503987,1,0,0
393,0,3,0.0,2,0,-0.2827766613540295,1,2,0
394,1,1,-0.38461538461538464,1,0,4.279883583951216,0,1,1
395,1,3,-0.3076923076923077,0,2,0.09726456932991473,0,2,0
396,0,3,-0.46153846153846156,0,0,-0.28837225417503987,1,0,0
397,0,3,0.23076923076923078,0,0,-0.2858429769246761,0,0,0
398,0,2,1.3846153846153846,0,0,0.5000433095419583,1,0,0
399,0,2,-0.38461538461538464,0,0,-0.1712545908114476,1,0,0
400,1,2,0.0,0,0,-0.07813907560113643,0,0,0
401,1,3,0.8461538461538461,0,0,-0.2827766613540295,1,0,0
402,0,3,-0.15384615384615385,0,0,-0.277362968609244,1,0,0
403,0,3,-0.5384615384615384,1,0,-0.20048853163328947,0,1,0
404,0,3,0.0,1,0,0.06045145866537313,1,1,0
405,0,3,-0.6153846153846154,0,0,-0.2508358741597949,0,0,0
406,0,2,0.46153846153846156,1,0,0.283495599750537,1,1,0
407,0,3,1.7692307692307692,0,0,-0.29035583119672925,1,0,0
408,1,2,-1.9230769230769231,1,1,0.18604913034439746,1,2,0
409,0,3,-0.5384615384615384,0,0,-0.2892730926477721,1,0,0
410,0,3,0.0,3,1,0.4769463308156052,0,4,0
411,0,3,0.0,0,0,-0.2840412999792114,1,0,0
412,0,3,0.0,0,0,-0.32897494976093133,1,0,2
413,1,1,0.38461538461538464,1,0,3.27185399487215,0,1,2
414,0,2,0.0,0,0,-0.6260047813734322,1,0,0
415,1,3,1.2307692307692308,0,0,-0.2827766613540295,1,0,0
416,0,3,0.0,0,0,-0.277362968609244,0,0,0
417,1,2,0.46153846153846156,1,1,0.7815553322708059,0,2,0
